categorie,nom,type,statut,adresse,ville,telephone,email,site_web,lien_fiche
primaire,Dhaouadi School,Primaire,Privé,Cité Hached Mhamdia,Ben Arous,+216 71 30 41 71 / 97 68 42 84,dhaouadischool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/dhaouadi-school
primaire,DIDON,Primaire,Privé,31 Avenue Mosbah El Jarbouu Manar 3,El Manar,+216 71 88 37 37,ecoledidon@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/didon
primaire,DOUZ School,Primaire,Public,cité Ouled Aoun-Douz sud-en face du complexe culurel Douz,Douz sud,+216 75 473 227 / 40 356 901,douzschool@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/douz-school
primaire,Dream School,Primaire,Privé,"Rue Othman Ibn Affan, Moknine",Moknine,+216 73 43 59 72 / 98 22 92 91,dream.school@gnet.tn,,https://www.ecoles.com.tn/etablissements/primaire/dream-school
primaire,DREAM School,Primaire,Privé,"Rakada, Route de Kairouan",Kairouan,+216 95 41 63 57,,,https://www.ecoles.com.tn/etablissements/primaire/dream-school-0
primaire,Echoala,Primaire,Privé,6 rue 62127 cité essedik,Tunis,+216 71 92 56 60 / 54 92 61 00,echoala.school@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/echoala
primaire,École Al Rayan pour l'Education Privée - EREP,Primaire,Privé,Lessouda route Sfax,Sidi Bouzid,+216 53 66 31 55 / 96 64 49 60 / 98 91 88 58,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-al-rayan-pour-leducation-privee-erep
primaire,ECOLE ALBERT CAMUS,Primaire,Privé,Route Lafrane km 4.5  Rue des Roses,Sfax,+216 53 070 047,contact@eac.tn,http://eac.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-albert-camus
primaire,Ecole Annexe La Soukra,Primaire,Privé,Université Tunis Carthage Avenue Fattouma Bourguiba,La Soukra,+216 70 858 045,na@site.com,https://www.erlm.tn/als/,https://www.ecoles.com.tn/etablissements/primaire/ecole-annexe-la-soukra
primaire,Ecole Arabe De Tunis,Primaire,Privé,16 Rue B.Khouri,El Omrane,71959425,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-arabe-de-tunis
primaire,Ecole Attamayouz,Primaire,Privé,Cité Ennour,Gafsa,+216 97 67 40 40,ecole.attamayouz@gmail.com,http://www.attamayouz.com/,https://www.ecoles.com.tn/etablissements/primaire/ecole-attamayouz
primaire,Ecole Avicenne Menzah 8,Primaire,Privé,20 rue de Tyr El Menzah 8,El Menzah,+216 70 866 223 / 70 866 506,ecole.avicenne.menzah8@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-avicenne-menzah-8
primaire,ECOLE BAUDELAIRE,Primaire,Privé,20 Avenue de la Démocratie,El Menzah,+216 71 766 664 / 54 135 532,baudelaire@baudelaire.tn,http://www.baudelaire.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-baudelaire
primaire,Ecole Bechir Inoubli,Primaire,Privé,Rue mustapha Khéraief SNIT,Jendouba Ville,+216 78 601 987 / 55 198 806,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-bechir-inoubli
primaire,Ecole Charlemagne,Primaire,Privé,"66, av. du 10 Décembre",El Menzah,+216 71 767 067,ecole.charlemagne@yahoo.fr,http://charlemagne.com.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-charlemagne
primaire,Ecole D'Elite,Primaire,Privé,Avenue Ali Bourguiba route de Sousse,Monastir Ville,+216 73 907 113 / 96 926 336,contact@ecoledelite.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-delite
primaire,École Dar El Osra,Primaire,Privé,2 Rue Lycée Menzah 6,Ariana Ville,+216 71 767 219,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-dar-el-osra
primaire,"Ecole de Base Pilote Nouvelle Génération ""E.P.N.G""",Primaire,Privé,"Avenue de la république, Ezahra",Mahdia,+216 73 673 095 / 98 250 528,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-de-base-pilote-nouvelle-generation-epng
primaire,École De la fontaine,Primaire,Privé,Route de Tunis El Menchia,Hammam sousse,+216 94 504 009 / 73 363 806,complexe.scolaire.delafontaine@gmail.com,http://complexescolaire-delafontaine.com/contact.php,https://www.ecoles.com.tn/etablissements/primaire/ecole-de-la-fontaine
primaire,Ecole Des Lumières,Primaire,Privé,"3 rue les îles Comores, par l'avenue Fethi Zouhir",Ariana Ville,+216 58 84 41 77,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-des-lumieres
primaire,Ecole Des Soeurs,Primaire,Privé,120 Avenue Habib Bourguiba,Bizerte,+216 72 43 15 15 / 55 32 82 85,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-des-soeurs-0
primaire,Ecole Des Soeurs Ferryville,Primaire,Privé,Rue Ahmed Ibn Abi Dhief,Menzel Bourguiba,+ 216 72 46 44 92 / 72 47 08 08 / 55 32 82 85,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-des-soeurs-ferryville
primaire,ECOLE DES SŒURS SOUSSE - ES,Primaire,Privé,Rue Soeur Joséphine,Sousse Médina,+216 73 22 42 04,contact@ecole-des-soeurs.com,https://ecoledessoeurssousse.com/en_US/page/homepage,https://www.ecoles.com.tn/etablissements/primaire/ecole-des-soeurs-sousse-es
primaire,École Du Verger,Primaire,Privé,Foussana,Kasserine,+216 98 82 18 28,m.jedly.m@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-du-verger
primaire,École El Euch,Primaire,Privé,"Zone Nord-est les berges du lac,  Lot 2-3-6",Le Kram,+216 22 10 20 01 / 55 10 20 01,ecoleeleuch@yahoo.fr,http://www.ecoleeleuch.com,https://www.ecoles.com.tn/etablissements/primaire/ecole-el-euch
primaire,Ecole El Irtika Monastir,Primaire,Privé,"Avenue Hedi Khefacha, Skanes",Monastir Ville,+216 73 908 911,elertikaa@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-el-irtika-monastir
primaire,Ecole Ennawris Sbikha,Primaire,Privé,"3 Route de Tunis, Rue Imam Malek, Sbikha",Kairouan,+216 95 30 88 03,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-ennawris-sbikha
primaire,Ecole Ennour,Primaire,Privé,7 Rue de la Libye,Hammam Lif,+216 97 30 27 96/ 98 28 71 95,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-ennour
primaire,Ecole Enour,Primaire,Privé,Avenue Habib bourguiba Centre ville Bizerte Immeuble Chahrazed,Bizerte,+216 29 09 91 31 / 93 75 56 85,contact@ecoleenour.tn,http://ecoleenour.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-enour
primaire,Ecole Essedik,Primaire,Privé,Rue Mohamed Al-Aghlab Sahloul,Sousse,+216 20 929 997 / 20 991 909,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-essedik
primaire,École et Collège El Amed Sahline,Primaire,Privé,"Avenue Habib Bourguiba, Route De Sousse, en face Pâtisserie Mili.",Sahline,+216 29 116 600/ 25 027 704 / 73 513 117,contact@amed-sahline.tn,https://www.amed-sahline.tn/?fbclid=IwAR3mq5NumSObXCFYbCaVvPQUhMmKtSI1UQk_PxyNDs8GwAR6n2EdlQV2kjY,https://www.ecoles.com.tn/etablissements/primaire/ecole-et-college-el-amed-sahline
primaire,ÉCOLE FRANÇOISE DOLTO,Primaire,Privé,Abdelaziz Thaalbi,Sousse,+216 73 201 093,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-francoise-dolto
primaire,Ecole Hannibal,Primaire,Privé,"47 Rue Mohamed Abdelwahab, Jardins d’El Menzah, El Manar",El Manar,+216 71 887 095,contact@ecolehannibal.com,http://www.ecolehannibal.com/,https://www.ecoles.com.tn/etablissements/primaire/ecole-hannibal
primaire,École Horizon,Primaire,Privé,5 Bis Avenue Mohamed Abdelwaheb,Tunis,+216 71 875 269,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-horizon
primaire,Ecole Ibn Al Jazzar,Primaire,Privé,"1, rue ibn el jazzar",Manouba,+216 70 615 021 / 26 711 133,ecolepriveeibneljazzar@gmail.com,http://ecole-ibn-al-jazzar.eklablog.com,https://www.ecoles.com.tn/etablissements/primaire/ecole-ibn-al-jazzar
primaire,Ecole Ibn Hazm (EIH),Primaire,Privé,"10, Rue Abd Allah Missaoui agba supérieure",Tunis Ville,+216 96 488 330 / 22 556 201,ecoleibnhazm2013@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-ibn-hazm-eih
primaire,Ecole Internationale Française (EIF),Primaire,Privé,"4 Rue du Jeune Foyer, El Menzeh 1",El Menzah,(+216) 53 33 80 40,inscription@eiftunis.com,https://eiftunis.com/,https://www.ecoles.com.tn/etablissements/primaire/ecole-internationale-francaise-eif
primaire,Ecole internationale française Alphonse Daudet,Primaire,Privé,Zone industrielle Akouda,Sousse,+216 21 03 50 35,contact@alphonsedaudet.com,https://alphonsedaudet.com/,https://www.ecoles.com.tn/etablissements/primaire/ecole-internationale-francaise-alphonse-daudet
primaire,Ecole Jean Jaures,Primaire,Privé,contact@ecole-jean-jaures.tn,La Marsa,+216 55 813 813,contact@ecole-jean-jaures.tn,https://www.ecole-jean-jaures.tn/,https://www.ecoles.com.tn/etablissements/primaire/ecole-jean-jaures
primaire,École L'académie de Sfax,Primaire,Privé,"Route de Teniour km 2,5",Sfax,+216 28 04 98 11,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-lacademie-de-sfax
primaire,École l'étoile,Primaire,Privé,31 Rue de la Kasbah,Tunis,+216 71 327 352,ecole.chemli@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-letoile
primaire,Ecole l'Excellence,Primaire,Privé,Rue Mohamed Ali Al Hammi,Béja,+216 78 44 97 64,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-lexcellence
primaire,Ecole La Fontaine,Primaire,Privé,"Lot n°4 El Gammoudi, Menzah 7",Ariana Ville,+216 70 832 458 / 70 832 459,lafontaine_tn@yahoo.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-la-fontaine
primaire,Ecole LA JOCONDE El Mourouj,Primaire,Privé,Rue Ibn Mandhour El Mourouj 1,El Mourouj,+216 26 784 001,contact@ecolelajoconde.tn,http://ecolelajoconde.tn/,https://www.ecoles.com.tn/etablissements/primaire/ecole-la-joconde-el-mourouj
primaire,Ecole LA JOCONDE Jumelle,Primaire,Privé,Residence Elyes L’aouina,La Soukra,+216 70 949 009 / 26 784 003,contact@ecolelajoconde.tn,http://ecolelajoconde.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-la-joconde-jumelle
primaire,ECOLE LA MARGUERITE,Primaire,Privé,"2, Rue Youssef Sahab Ettabaa Menzah 7",Ariana Ville,+216 71 76 64 38 / 54 45 71 45,administration@ecolelamarguerite.com,http://ecolelamarguerite.com,https://www.ecoles.com.tn/etablissements/primaire/ecole-la-marguerite
primaire,Ecole larousse (EL),Primaire,Privé,"14, Rue Cheikh Mohamed Elkalboussi",Ariana Ville,+216 99 955 296,srmse.larousse@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-larousse-el
primaire,Ecole Les Lauréats,Primaire,Privé,Sahloul 4,Sousse,+216 24 721 770,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-les-laureats
primaire,Ecole LES PYRAMIDES,Primaire,Privé,"8, Rue Fatma Ennechi, El Menzah",Tunis,+216 97 68 20 87 / 26 62 66 80,lespyramides.epees@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/ecole-les-pyramides
primaire,Ecole meriem,Primaire,Privé,Rue Hassen Ben Brahim,Ksar Hellal,+216 52 335 460 / 98 424 815,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-meriem
primaire,ECOLE MONTESSORI INTERNATIONALE TUNISIE,Primaire,Privé,4 Rue de Gabès,Hammam Lif,+216 29 010 911 / 29 010 912 / 29 010 913,contact@montessori.tn,http://www.montessori.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-montessori-internationale-tunisie
primaire,Ecole Nebrass,Primaire,Privé,Route EL Ain,Sfax,+216 26 65 76 02 / 25 65 56 14,ecolenebrassfax@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-nebrass
primaire,Ecole Nibras,Primaire,Privé,Rue El Werseniye,Ben Gardane,75 717 370 / 21 707 778,ecole.nibrass@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-nibras
primaire,École Paul Verlaine,Primaire,Privé,16 Rue Othaman Kaak,La Marsa,+ 216 31 355 610,epv@erlm.tn,http://www.erlm.tn/epv,https://www.ecoles.com.tn/etablissements/primaire/ecole-paul-verlaine
primaire,École primaire Alice,Primaire,Privé,"98 bis, Avenue Jugurtha Mutuelleville, Tunisia",Tunis,+216 71 28 00 88,nawelfayache@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-alice
primaire,ECOLE PRIMAIRE IBN ZOHR,Primaire,Privé,9 Route Dar Fadhal,La Soukra,+216 52 95 69 98,ecole.ibnzohr@yahoo.fr,https://ecoleppibnzohr-45.webself.net,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-ibn-zohr
primaire,Ecole Primaire l'Idéale,Primaire,Privé,"Rue El Akhtal, Dar Châbane",Dar Chaâbane Elfehri,+216 98 749 402 / 72 23 16 60,ideale-ghalleb@topnet.tn,http://www.lycee-ideale.com/,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-lideale
primaire,Ecole Primaire La Récré,Primaire,Privé,"14 Rue Ahmed Amine, France ville",El Omrane,+216 71 89 70 03,adecoleprime@larecre.tn,http://www.larecre-tn.com/,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-la-recre
primaire,Ecole Primaire Le Pré-Vert (LPV),Primaire,Privé,93 av de la republique Mégrine-Coteaux,Tunis,+216 52 663 737,info.leprevert@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-le-pre-vert-lpv
primaire,Ecole Primaire l’intégrale,Primaire,Privé,Zone Kheireddine  LAC 3,Le Kram,+216 70 246 192 / 70 246 190 / 25 520 025 / 99 904 120,contact@ecoleintegrale.tn,http://www.ecoleintegrale.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-lintegrale
primaire,ÉCOLE PRIMAIRE MALEK ESSAGHIR,Primaire,Privé,"65 rue Abdelaziz Thaâlbi, Menzah 9",Tunis Ville,+216 71 885 165 / 28 212 223,malik.essaghir@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-malek-essaghir
primaire,Ecole Primaire Pilote Privée Gabès,Primaire,Privé,Rue Khaireddine Bacha,Gabès,+216 75 27 39 44,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-pilote-privee-gabes
primaire,"Ecole primaire privée ""Les épis de l'éspoir""",Primaire,Privé,"44 rue la démocratie, menzah 5",Ariana Ville,+216 21 087 150,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-les-epis-de-lespoir
primaire,"ECOLE PRIMAIRE PRIVÉE ""LES JASMINS"" ZAOUIET SOUSSE",Primaire,Privé,"Rue Bizerte, Derrière collège",Zaouia Ksiba Thrayat,+216 21 136 133 / 50 416 206 / 55 436 133 / 73 386 799,Jasminschool80@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-les-jasmins-zaouiet-sousse
primaire,"Ecole primaire privée ""Les sources d'elfaouz"" ezzahra",Primaire,Privé,rue taher haded,Ezzahra,+216 79 483 155,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-les-sources-delfaouz-ezzahra
primaire,Ecole primaire privée : Rihab ettarbia,Primaire,Privé,Rue Mongi Slim (derrière le collège),Ezzahra,,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-rihab-ettarbia
primaire,École primaire privée Abderrahmen,Primaire,Privé,"Trik Chatt, Immeuble Berriri",Hammam sousse,+216 54 009 001 / 53 517 696,hlima_tn@yahoo.fr,http://www.abderahmenacademy.com/FR/Accueil,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-abderrahmen
primaire,Ecole Primaire Privée Al Ebdaa,Primaire,Privé,Route Dahmani Km 1,Kef Ouest,+216 40 36 83 36,ecole.al.ebdaa@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-al-ebdaa
primaire,Ecole Primaire Privée Al Kholdounia Enfidha,Primaire,Privé,Avenue du Palmier,Enfida,+216 73 250 221,alkhouldounia@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-al-kholdounia-enfidha
primaire,Ecole Primaire Privée Al Mostakbal,Primaire,Privé,Route de Tozeur,Kébili,+216 94 58 37 11 / 99 60 52 17,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-al-mostakbal
primaire,Ecole Primaire Privée AL-MARIFA,Primaire,Privé,"Route de Tunis, Cité El Manar",Kairouan Nord,+216 77 27 00 20 / 28 33 33 80,almarifaecole@gmail.com,http://ecolealmarifa.wixsite.com/ecole-almarifa,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-al-marifa
primaire,Ecole Primaire Privée Avicenne - Gafsa,Primaire,Privé,Douali,Gafsa,+216 97 28 24 74,avicenneschool.gafsa@yahoo.com,http://avicennegafsa.tn/,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-avicenne-gafsa
primaire,École Primaire Privée Avicenne Djerba Midoun,Primaire,Privé,Rue Farhat Hached,Djerba - Midoun,+216 50 02 88 38 / 20 58 08 80,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-avicenne-djerba-midoun
primaire,Ecole Primaire Privée Avicenne Kef,Primaire,Privé,3 RUE OUED MELLEGUE CITE EZZITOUNA,Kef Est,+216 93 660 007,tebessikadhem7@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-avicenne-kef
primaire,École Primaire Privée Avicenne Monastir,Primaire,Privé,"Rue Montréal, El Mechref Skanes",Monastir Ville,+216 73 505 948,contact@ecole-avicenne.tn,http://www.ecole-avicenne.tn,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-avicenne-monastir
primaire,Ecole Primaire Privée Carthagène,Primaire,Privé,"Route de Tabarka , Cité de l'environnement",Sejnane,+216 25 78 82 38,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-carthagene
primaire,Ecole primaire privée de l'Escale,Primaire,Privé,Rue Elissa Cité il Mandra,Beni Hassen,+216 73 490 165,mandorebouajila@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-de-lescale
primaire,École primaire privée Decroly school,Primaire,Privé,Rue colonel garnaoui,Sousse,98 401 020,decrolyschool4@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-decroly-school
primaire,École primaire privée El amed sahloul,Primaire,Privé,Avenue Sadok Mokaddem Sahloul,Sousse,+216 73 820 875,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-el-amed-sahloul
primaire,Ecole Primaire Privée El Hekma,Primaire,Privé,Rue de la ligue arabe,Kélibia,+216 72 27 30 38,contact@elhekma.tn,http://www.elhekma.tn/,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-el-hekma
primaire,Ecole primaire privée El Manehel Gafsa,Primaire,Privé,Gafsa,Gafsa,+216 76 21 06 09,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-el-manehel-gafsa
primaire,Ecole Primaire Privée El Messaad,Primaire,Privé,Sidi Ahmed Zaroug,Gafsa,+216 70 65 50 58,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-el-messaad
primaire,Ecole Primaire Privée Errached,Primaire,Privé,Route lycée Utique Zhana,Bizerte,+216 72 44 51 95,contact.errached@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-errached
primaire,École Primaire Privée Errahma,Primaire,Privé,"3, Rue el fath",Sousse Riadh,73 301 945/73 301 946/73 301 510/73 307 609/73 302 231,jardindenfantserrahma@gmail.com,https://edums.errahmaschool.tn/?fbclid=IwAR35BQQI2o5qjztXw8g7De36v_2e_h_7k_i4XvpTiyRi4ee5dOwG2QEbuX0,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-errahma
primaire,École primaire privée Erroua,Primaire,Privé,5 Rue 2 Mars 1934,Oued Ellil,+216 71 535 305 / 71 533 381,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-erroua
primaire,Ecole Primaire privée Ets Hassoumi,Primaire,Privé,113 Avenue 20 Mars,Le Bardo,+216 71 512 407 / 52 330 902,eppeh@planet.tn,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-ets-hassoumi
primaire,Ecole Primaire Privée Excellence,Primaire,Privé,cité El yasmine en face du collége El yasmine,Enfida,+216 73 250 174,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-excellence
primaire,Ecole Primaire Privée Fatima Ezzahra,Primaire,Privé,Khzema Ouest,Hammam sousse,+216 20 401 400,epp-fatimaezzahra@hotmail.fr,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-fatima-ezzahra
primaire,Ecole Primaire Privée High School,Primaire,Privé,Route de Harkoussia,Bembla,+216 99 00 44 91,,,https://www.ecoles.com.tn/etablissements/primaire/ecole-primaire-privee-high-school
